age,year,gender,country,healthy,unhealthy,CI_low_healthy,CI_up_healthy,CI_low_unhealthy,CI_up_unhealthy,type
50-55,2015,man,Belgium,0.98927921,0.01072079,0.978444823,1.000113596,-0.000113596,0.021555177,stroke
55-60,2015,man,Belgium,0.942657417,0.057342583,0.90804411,0.977270724,0.022729276,0.09195589,stroke
60-65,2015,man,Belgium,0.942056734,0.057943266,0.919099875,0.965013592,0.034986408,0.080900125,stroke
65-70,2015,man,Belgium,0.933626384,0.066373616,0.910035644,0.957217124,0.042782876,0.089964356,stroke
70-75,2015,man,Belgium,0.911702908,0.088297092,0.880233423,0.943172393,0.056827607,0.119766577,stroke
75-80,2015,man,Belgium,0.89631936,0.10368064,0.85573918,0.936899539,0.063100461,0.14426082,stroke
80+,2015,man,Belgium,0.840343389,0.159656611,0.801799878,0.878886901,0.121113099,0.198200122,stroke
50-55,2015,man,Israel,1,0,1,1,0,0,stroke
55-60,2015,man,Israel,0.971692803,0.028307197,0.941320281,1.002065325,-0.002065325,0.058679719,stroke
60-65,2015,man,Israel,0.918356089,0.081643911,0.860730471,0.975981708,0.024018292,0.139269529,stroke
65-70,2015,man,Israel,0.894802791,0.105197209,0.844819509,0.944786073,0.055213927,0.155180491,stroke
70-75,2015,man,Israel,0.881521702,0.118478298,0.817041963,0.946001441,0.053998559,0.182958037,stroke
75-80,2015,man,Israel,0.853645969,0.146354031,0.782550043,0.924741895,0.075258105,0.217449957,stroke
80+,2015,man,Israel,0.737599677,0.262400323,0.663197896,0.812001458,0.187998542,0.336802104,stroke
50-55,2015,man,Czech Republic,0.979106018,0.020893982,0.953417017,1.004795019,-0.004795019,0.046582983,stroke
55-60,2015,man,Czech Republic,0.883250665,0.116749335,0.805198674,0.961302656,0.038697344,0.194801326,stroke
60-65,2015,man,Czech Republic,0.94514941,0.05485059,0.919931953,0.970366867,0.029633133,0.080068047,stroke
65-70,2015,man,Czech Republic,0.928371474,0.071628526,0.898389832,0.958353116,0.041646884,0.101610168,stroke
70-75,2015,man,Czech Republic,0.879251208,0.120748792,0.842476901,0.916025516,0.083974484,0.157523099,stroke
75-80,2015,man,Czech Republic,0.829432091,0.170567909,0.776219753,0.882644429,0.117355571,0.223780247,stroke
80+,2015,man,Czech Republic,0.850898132,0.149101868,0.794671906,0.907124358,0.092875642,0.205328094,stroke
50-55,2015,man,Poland,0.975346069,0.024653931,0.939034448,1.01165769,-0.01165769,0.060965552,stroke
55-60,2015,man,Poland,0.961880956,0.038119044,0.930430751,0.99333116,0.00666884,0.069569249,stroke
60-65,2015,man,Poland,0.949065376,0.050934624,0.91438493,0.983745822,0.016254178,0.08561507,stroke
65-70,2015,man,Poland,0.894360689,0.105639311,0.841668841,0.947052537,0.052947463,0.158331159,stroke
70-75,2015,man,Poland,0.883952631,0.116047369,0.799680235,0.968225028,0.031774972,0.200319765,stroke
75-80,2015,man,Poland,0.86039716,0.13960284,0.784884113,0.935910207,0.064089793,0.215115887,stroke
80+,2015,man,Poland,0.812381049,0.187618951,0.754006151,0.870755946,0.129244054,0.245993849,stroke
50-55,2015,man,Luxembourg,0.990888287,0.009111713,0.97318898,1.008587594,-0.008587594,0.02681102,stroke
55-60,2015,man,Luxembourg,0.978361513,0.021638487,0.947186535,1.009536491,-0.009536491,0.052813465,stroke
60-65,2015,man,Luxembourg,0.944986397,0.055013603,0.88178334,1.008189454,-0.008189454,0.11821666,stroke
65-70,2015,man,Luxembourg,0.987500515,0.012499485,0.97009184,1.00490919,-0.00490919,0.02990816,stroke
70-75,2015,man,Luxembourg,0.883853835,0.116146165,0.797567512,0.970140157,0.029859843,0.202432488,stroke
75-80,2015,man,Luxembourg,0.885148722,0.114851278,0.797801491,0.972495953,0.027504047,0.202198509,stroke
80+,2015,man,Luxembourg,0.925867207,0.074132793,0.881834048,0.969900366,0.030099634,0.118165952,stroke
50-55,2015,man,Portugal,1,0,1,1,0,0,stroke
55-60,2015,man,Portugal,0.978919142,0.021080858,0.955324442,1.002513841,-0.002513841,0.044675558,stroke
60-65,2015,man,Portugal,0.98564999,0.01435001,0.967826064,1.003473916,-0.003473916,0.032173936,stroke
65-70,2015,man,Portugal,0.972604596,0.027395404,0.943694781,1.001514411,-0.001514411,0.056305219,stroke
70-75,2015,man,Portugal,0.897075391,0.102924609,0.827192453,0.966958329,0.033041671,0.172807547,stroke
75-80,2015,man,Portugal,0.912712737,0.087287263,0.827048703,0.99837677,0.00162323,0.172951297,stroke
80+,2015,man,Portugal,0.903147937,0.096852063,0.834247841,0.972048033,0.027951967,0.165752159,stroke
50-55,2015,man,Slovenia,0.98653613,0.01346387,0.965162508,1.007909752,-0.007909752,0.034837492,stroke
55-60,2015,man,Slovenia,0.965992648,0.034007352,0.944017977,0.98796732,0.01203268,0.055982023,stroke
60-65,2015,man,Slovenia,0.9177813,0.0822187,0.889350885,0.946211715,0.053788285,0.110649115,stroke
65-70,2015,man,Slovenia,0.945272896,0.054727104,0.92045925,0.970086542,0.029913458,0.07954075,stroke
70-75,2015,man,Slovenia,0.91843431,0.08156569,0.885648504,0.951220117,0.048779883,0.114351496,stroke
75-80,2015,man,Slovenia,0.834799669,0.165200331,0.777328296,0.892271043,0.107728957,0.222671704,stroke
80+,2015,man,Slovenia,0.887147893,0.112852107,0.844772329,0.929523457,0.070476543,0.155227671,stroke
50-55,2015,man,Estonia,0.988978015,0.011021985,0.982349632,0.995606399,0.004393601,0.017650368,stroke
55-60,2015,man,Estonia,0.952437595,0.047562405,0.941034141,0.963841049,0.036158951,0.058965859,stroke
60-65,2015,man,Estonia,0.939338216,0.060661784,0.919351812,0.95932462,0.04067538,0.080648188,stroke
65-70,2015,man,Estonia,0.891094657,0.108905343,0.842646705,0.939542609,0.060457391,0.157353295,stroke
70-75,2015,man,Estonia,0.841446504,0.158553496,0.819491181,0.863401827,0.136598173,0.180508819,stroke
75-80,2015,man,Estonia,0.853198202,0.146801798,0.835143625,0.871252779,0.128747221,0.164856375,stroke
80+,2015,man,Estonia,0.810617374,0.189382626,0.754900781,0.866333967,0.133666033,0.245099219,stroke
50-55,2015,man,Croatia,0.962587911,0.037412089,0.936208054,0.988967767,0.011032233,0.063791946,stroke
55-60,2015,man,Croatia,0.976915088,0.023084912,0.956405389,0.997424788,0.002575212,0.043594611,stroke
60-65,2015,man,Croatia,0.959638683,0.040361317,0.934904674,0.984372692,0.015627308,0.065095326,stroke
65-70,2015,man,Croatia,0.932264931,0.067735069,0.900136471,0.964393391,0.035606609,0.099863529,stroke
70-75,2015,man,Croatia,0.925137104,0.074862896,0.885461051,0.964813156,0.035186844,0.114538949,stroke
75-80,2015,man,Croatia,0.887501994,0.112498006,0.830302295,0.944701692,0.055298308,0.169697705,stroke
80+,2015,man,Croatia,0.832449102,0.167550898,0.748408417,0.916489787,0.083510213,0.251591583,stroke
50-55,2015,woman,Austria,0.745270141,0.254729859,0.624911411,0.865628872,0.134371128,0.375088589,one or two any condition
55-60,2015,woman,Austria,0.664704879,0.335295121,0.593971032,0.735438725,0.264561275,0.406028968,one or two any condition
60-65,2015,woman,Austria,0.551422327,0.448577673,0.487133446,0.615711208,0.384288792,0.512866554,one or two any condition
65-70,2015,woman,Austria,0.529862407,0.470137593,0.474203978,0.585520836,0.414479164,0.525796022,one or two any condition
70-75,2015,woman,Austria,0.479567537,0.520432463,0.422626636,0.536508439,0.463491561,0.577373364,one or two any condition
75-80,2015,woman,Austria,0.398078119,0.601921881,0.340775192,0.455381045,0.544618955,0.659224808,one or two any condition
80+,2015,woman,Austria,0.412671436,0.587328564,0.350409268,0.474933604,0.525066396,0.649590732,one or two any condition
50-55,2015,woman,Germany,0.585928402,0.414071598,0.525267926,0.646588879,0.353411121,0.474732074,one or two any condition
55-60,2015,woman,Germany,0.495622162,0.504377838,0.438073657,0.553170668,0.446829332,0.561926343,one or two any condition
60-65,2015,woman,Germany,0.484141307,0.515858693,0.4324714,0.535811215,0.464188785,0.5675286,one or two any condition
65-70,2015,woman,Germany,0.387460233,0.612539767,0.333667811,0.441252655,0.558747345,0.666332189,one or two any condition
70-75,2015,woman,Germany,0.394688693,0.605311307,0.326395321,0.462982065,0.537017935,0.673604679,one or two any condition
75-80,2015,woman,Germany,0.35726922,0.64273078,0.29068586,0.423852581,0.576147419,0.70931414,one or two any condition
80+,2015,woman,Germany,0.328117581,0.671882419,0.262556462,0.393678701,0.606321299,0.737443538,one or two any condition
50-55,2015,woman,Sweden,0.758989125,0.241010875,0.626098869,0.891879381,0.108120619,0.373901131,one or two any condition
55-60,2015,woman,Sweden,0.6662353,0.3337647,0.60477296,0.727697639,0.272302361,0.39522704,one or two any condition
60-65,2015,woman,Sweden,0.548729666,0.451270334,0.49893464,0.598524691,0.401475309,0.50106536,one or two any condition
65-70,2015,woman,Sweden,0.471430402,0.528569598,0.422353688,0.520507117,0.479492883,0.577646312,one or two any condition
70-75,2015,woman,Sweden,0.465241578,0.534758422,0.41429913,0.516184026,0.483815974,0.58570087,one or two any condition
75-80,2015,woman,Sweden,0.371453615,0.628546385,0.310346356,0.432560875,0.567439125,0.689653644,one or two any condition
80+,2015,woman,Sweden,0.413745541,0.586254459,0.353027038,0.474464045,0.525535955,0.646972962,one or two any condition
50-55,2015,woman,Spain,0.680339146,0.319660854,0.533736465,0.826941828,0.173058172,0.466263535,one or two any condition
55-60,2015,woman,Spain,0.564090516,0.435909484,0.454621576,0.673559455,0.326440545,0.545378424,one or two any condition
60-65,2015,woman,Spain,0.413475442,0.586524558,0.347856018,0.479094867,0.520905133,0.652143982,one or two any condition
65-70,2015,woman,Spain,0.345926688,0.654073312,0.284008839,0.407844537,0.592155463,0.715991161,one or two any condition
70-75,2015,woman,Spain,0.330725971,0.669274029,0.264309527,0.397142414,0.602857586,0.735690473,one or two any condition
75-80,2015,woman,Spain,0.302509579,0.697490421,0.235238859,0.369780298,0.630219702,0.764761141,one or two any condition
80+,2015,woman,Spain,0.383331977,0.616668023,0.329939814,0.43672414,0.56327586,0.670060186,one or two any condition
50-55,2015,woman,Italy,0.77891309,0.22108691,0.720159047,0.837667134,0.162332866,0.279840953,one or two any condition
55-60,2015,woman,Italy,0.689579243,0.310420757,0.635736007,0.743422479,0.256577521,0.364263993,one or two any condition
60-65,2015,woman,Italy,0.525460259,0.474539741,0.474135081,0.576785437,0.423214563,0.525864919,one or two any condition
65-70,2015,woman,Italy,0.423125075,0.576874925,0.376847106,0.469403045,0.530596955,0.623152894,one or two any condition
70-75,2015,woman,Italy,0.419392812,0.580607188,0.366988484,0.47179714,0.52820286,0.633011516,one or two any condition
75-80,2015,woman,Italy,0.379824986,0.620175014,0.321990744,0.437659229,0.562340771,0.678009256,one or two any condition
80+,2015,woman,Italy,0.373728092,0.626271908,0.315509733,0.431946451,0.568053549,0.684490267,one or two any condition
50-55,2015,woman,France,0.612959958,0.387040042,0.542112377,0.683807539,0.316192461,0.457887623,one or two any condition
55-60,2015,woman,France,0.439872888,0.560127112,0.369319355,0.510426422,0.489573578,0.630680645,one or two any condition
60-65,2015,woman,France,0.394695749,0.605304251,0.343653884,0.445737614,0.554262386,0.656346116,one or two any condition
65-70,2015,woman,France,0.312827977,0.687172023,0.255452993,0.37020296,0.62979704,0.744547007,one or two any condition
70-75,2015,woman,France,0.313555678,0.686444322,0.255407849,0.371703507,0.628296493,0.744592151,one or two any condition
75-80,2015,woman,France,0.310393552,0.689606448,0.25686088,0.363926224,0.636073776,0.74313912,one or two any condition
80+,2015,woman,France,0.312519761,0.687480239,0.263223757,0.361815765,0.638184235,0.736776243,one or two any condition
50-55,2015,woman,Denmark,0.619644072,0.380355928,0.564542155,0.674745989,0.325254011,0.435457845,one or two any condition
55-60,2015,woman,Denmark,0.478571052,0.521428948,0.415640177,0.541501927,0.458498073,0.584359823,one or two any condition
60-65,2015,woman,Denmark,0.450265689,0.549734311,0.40350865,0.497022727,0.502977273,0.59649135,one or two any condition
65-70,2015,woman,Denmark,0.375529576,0.624470424,0.326950339,0.424108813,0.575891187,0.673049661,one or two any condition
70-75,2015,woman,Denmark,0.392022121,0.607977879,0.376398337,0.407645905,0.592354095,0.623601663,one or two any condition
75-80,2015,woman,Denmark,0.361238912,0.638761088,0.289074967,0.433402856,0.566597144,0.710925033,one or two any condition
80+,2015,woman,Denmark,0.405232269,0.594767731,0.384025283,0.426439255,0.573560745,0.615974717,one or two any condition
50-55,2015,woman,Greece,0.830743998,0.169256002,0.787849716,0.873638281,0.126361719,0.212150284,one or two any condition
55-60,2015,woman,Greece,0.719341837,0.280658163,0.669771129,0.768912544,0.231087456,0.330228871,one or two any condition
60-65,2015,woman,Greece,0.634698467,0.365301533,0.589583693,0.679813241,0.320186759,0.410416307,one or two any condition
65-70,2015,woman,Greece,0.508852985,0.491147015,0.462893962,0.554812009,0.445187991,0.537106038,one or two any condition
70-75,2015,woman,Greece,0.413535204,0.586464796,0.361978321,0.465092088,0.534907912,0.638021679,one or two any condition
75-80,2015,woman,Greece,0.374370673,0.625629327,0.317925972,0.430815374,0.569184626,0.682074028,one or two any condition
80+,2015,woman,Greece,0.372791156,0.627208844,0.32241012,0.423172193,0.576827807,0.67758988,one or two any condition
50-55,2015,woman,Switzerland,0.675941059,0.324058941,0.568337819,0.783544299,0.216455701,0.431662181,one or two any condition
55-60,2015,woman,Switzerland,0.602923438,0.397076562,0.53643912,0.669407755,0.330592245,0.46356088,one or two any condition
60-65,2015,woman,Switzerland,0.55602341,0.44397659,0.483934728,0.628112091,0.371887909,0.516065272,one or two any condition
65-70,2015,woman,Switzerland,0.401546219,0.598453781,0.353352235,0.449740204,0.550259796,0.646647765,one or two any condition
70-75,2015,woman,Switzerland,0.452157556,0.547842444,0.388703449,0.515611662,0.484388338,0.611296551,one or two any condition
75-80,2015,woman,Switzerland,0.369406511,0.630593489,0.293992141,0.44482088,0.55517912,0.706007859,one or two any condition
80+,2015,woman,Switzerland,0.358660853,0.641339147,0.28060549,0.436716215,0.563283785,0.71939451,one or two any condition
50-55,2015,woman,Belgium,0.589649316,0.410350684,0.510001952,0.66929668,0.33070332,0.489998048,one or two any condition
55-60,2015,woman,Belgium,0.489771377,0.510228623,0.424778222,0.554764531,0.445235469,0.575221778,one or two any condition
60-65,2015,woman,Belgium,0.441162838,0.558837162,0.396586339,0.485739336,0.514260664,0.603413661,one or two any condition
65-70,2015,woman,Belgium,0.374320338,0.625679662,0.330818132,0.417822543,0.582177457,0.669181868,one or two any condition
70-75,2015,woman,Belgium,0.386448474,0.613551526,0.332523742,0.440373206,0.559626794,0.667476258,one or two any condition
75-80,2015,woman,Belgium,0.307243972,0.692756028,0.254825019,0.359662926,0.640337074,0.745174981,one or two any condition
80+,2015,woman,Belgium,0.347981764,0.652018236,0.303764139,0.392199389,0.607800611,0.696235861,one or two any condition
50-55,2015,woman,Israel,0.753083454,0.246916546,0.439268888,1.066898019,-0.066898019,0.560731112,one or two any condition
55-60,2015,woman,Israel,0.638157233,0.361842767,0.508152899,0.768161566,0.231838434,0.491847101,one or two any condition
60-65,2015,woman,Israel,0.568994923,0.431005077,0.471872813,0.666117033,0.333882967,0.528127187,one or two any condition
65-70,2015,woman,Israel,0.50793398,0.49206602,0.423122387,0.592745573,0.407254427,0.576877613,one or two any condition
70-75,2015,woman,Israel,0.481954008,0.518045992,0.381827038,0.582080978,0.417919022,0.618172962,one or two any condition
75-80,2015,woman,Israel,0.448630682,0.551369318,0.362004664,0.535256701,0.464743299,0.637995336,one or two any condition
80+,2015,woman,Israel,0.536549844,0.463450156,0.472027844,0.601071845,0.398928155,0.527972156,one or two any condition
50-55,2015,woman,Czech Republic,0.676937181,0.323062819,0.528390825,0.825483537,0.174516463,0.471609175,one or two any condition
55-60,2015,woman,Czech Republic,0.555564951,0.444435049,0.495306615,0.615823286,0.384176714,0.504693385,one or two any condition
60-65,2015,woman,Czech Republic,0.454955347,0.545044653,0.403613657,0.506297038,0.493702962,0.596386343,one or two any condition
65-70,2015,woman,Czech Republic,0.404223307,0.595776693,0.360833865,0.447612749,0.552387251,0.639166135,one or two any condition
70-75,2015,woman,Czech Republic,0.340552341,0.659447659,0.295348454,0.385756228,0.614243772,0.704651546,one or two any condition
75-80,2015,woman,Czech Republic,0.333382487,0.666617513,0.279026214,0.38773876,0.61226124,0.720973786,one or two any condition
80+,2015,woman,Czech Republic,0.421375837,0.578624163,0.348526907,0.494224766,0.505775234,0.651473093,one or two any condition
50-55,2015,woman,Poland,0.720889853,0.279110147,0.626790421,0.814989285,0.185010715,0.373209579,one or two any condition
55-60,2015,woman,Poland,0.600043634,0.399956366,0.515123233,0.684964034,0.315035966,0.484876767,one or two any condition
60-65,2015,woman,Poland,0.396537944,0.603462056,0.351150658,0.44192523,0.55807477,0.648849342,one or two any condition
65-70,2015,woman,Poland,0.382312659,0.617687341,0.317556809,0.447068509,0.552931491,0.682443191,one or two any condition
70-75,2015,woman,Poland,0.34734975,0.65265025,0.269096653,0.425602848,0.574397152,0.730903347,one or two any condition
75-80,2015,woman,Poland,0.400857718,0.599142282,0.313204418,0.488511019,0.511488981,0.686795582,one or two any condition
80+,2015,woman,Poland,0.343762511,0.656237489,0.244662866,0.442862156,0.557137844,0.755337134,one or two any condition
50-55,2015,woman,Luxembourg,0.600706649,0.399293351,0.502392286,0.699021011,0.300978989,0.497607714,one or two any condition
55-60,2015,woman,Luxembourg,0.463742946,0.536257054,0.403699427,0.523786466,0.476213534,0.596300573,one or two any condition
60-65,2015,woman,Luxembourg,0.3918677,0.6081323,0.32266907,0.46106633,0.53893367,0.67733093,one or two any condition
65-70,2015,woman,Luxembourg,0.402527522,0.597472478,0.318793219,0.486261825,0.513738175,0.681206781,one or two any condition
70-75,2015,woman,Luxembourg,0.383549592,0.616450408,0.291455681,0.475643503,0.524356497,0.708544319,one or two any condition
75-80,2015,woman,Luxembourg,0.276623242,0.723376758,0.176055311,0.377191174,0.622808826,0.823944689,one or two any condition
80+,2015,woman,Luxembourg,0.380857369,0.619142631,0.35100393,0.410710807,0.589289193,0.64899607,one or two any condition
50-55,2015,woman,Portugal,0.73416599,0.26583401,0.536265133,0.932066847,0.067933153,0.463734867,one or two any condition
55-60,2015,woman,Portugal,0.52150774,0.47849226,0.377660024,0.665355455,0.334644545,0.622339976,one or two any condition
60-65,2015,woman,Portugal,0.456672701,0.543327299,0.299882524,0.613462878,0.386537122,0.700117476,one or two any condition
65-70,2015,woman,Portugal,0.43276746,0.56723254,0.311894871,0.553640048,0.446359952,0.688105129,one or two any condition
70-75,2015,woman,Portugal,0.37017969,0.62982031,0.230786892,0.509572487,0.490427513,0.769213108,one or two any condition
