age,year,gender,country,healthy,unhealthy,CI_low_healthy,CI_up_healthy,CI_low_unhealthy,CI_up_unhealthy,type
60-65,2015,woman,Estonia,0.843513286,0.156486714,0.82078714,0.866239433,0.133760567,0.17921286,diabetes
65-70,2015,woman,Estonia,0.776891651,0.223108349,0.756622766,0.797160537,0.202839463,0.243377234,diabetes
70-75,2015,woman,Estonia,0.790277595,0.209722405,0.770074617,0.810480573,0.189519427,0.229925383,diabetes
75-80,2015,woman,Estonia,0.731967849,0.268032151,0.700579991,0.763355707,0.236644293,0.299420009,diabetes
80+,2015,woman,Estonia,0.766289299,0.233710701,0.727443206,0.805135392,0.194864608,0.272556794,diabetes
50-55,2015,woman,Croatia,0.94983659,0.05016341,0.915286652,0.984386528,0.015613472,0.084713348,diabetes
55-60,2015,woman,Croatia,0.90484739,0.09515261,0.862635286,0.947059494,0.052940506,0.137364714,diabetes
60-65,2015,woman,Croatia,0.896978714,0.103021286,0.863182682,0.930774747,0.069225253,0.136817318,diabetes
65-70,2015,woman,Croatia,0.84032678,0.15967322,0.785214594,0.895438966,0.104561034,0.214785406,diabetes
70-75,2015,woman,Croatia,0.817911735,0.182088265,0.746392601,0.889430869,0.110569131,0.253607399,diabetes
75-80,2015,woman,Croatia,0.783552631,0.216447369,0.723351597,0.843753666,0.156246334,0.276648403,diabetes
80+,2015,woman,Croatia,0.839567488,0.160432512,0.782191188,0.896943788,0.103056212,0.217808812,diabetes
50-55,2015,man,Austria,0.977664388,0.022335612,0.93363917,1.021689606,-0.021689606,0.06636083,diabetes
55-60,2015,man,Austria,0.850218218,0.149781782,0.791450219,0.908986216,0.091013784,0.208549781,diabetes
60-65,2015,man,Austria,0.8110669,0.1889331,0.752310657,0.869823143,0.130176857,0.247689343,diabetes
65-70,2015,man,Austria,0.793485681,0.206514319,0.744764474,0.842206889,0.157793111,0.255235526,diabetes
70-75,2015,man,Austria,0.772838803,0.227161197,0.715976049,0.829701557,0.170298443,0.284023951,diabetes
75-80,2015,man,Austria,0.818168956,0.181831044,0.753153443,0.883184469,0.116815531,0.246846557,diabetes
80+,2015,man,Austria,0.828143577,0.171856423,0.766191047,0.890096108,0.109903892,0.233808953,diabetes
50-55,2015,man,Germany,0.901422956,0.098577044,0.862153257,0.940692655,0.059307345,0.137846743,diabetes
55-60,2015,man,Germany,0.840615658,0.159384342,0.794849581,0.886381735,0.113618265,0.205150419,diabetes
60-65,2015,man,Germany,0.83215239,0.16784761,0.792101962,0.872202817,0.127797183,0.207898038,diabetes
65-70,2015,man,Germany,0.803392769,0.196607231,0.760441061,0.846344478,0.153655522,0.239558939,diabetes
70-75,2015,man,Germany,0.766022631,0.233977369,0.715961262,0.816084001,0.183915999,0.284038738,diabetes
75-80,2015,man,Germany,0.788071937,0.211928063,0.740236612,0.835907263,0.164092737,0.259763388,diabetes
80+,2015,man,Germany,0.749889103,0.250110897,0.689069071,0.810709136,0.189290864,0.310930929,diabetes
50-55,2015,man,Sweden,0.914413449,0.085586551,0.903943498,0.924883401,0.075116599,0.096056502,diabetes
55-60,2015,man,Sweden,0.888547016,0.111452984,0.834520817,0.942573215,0.057426785,0.165479183,diabetes
60-65,2015,man,Sweden,0.864567243,0.135432757,0.820822103,0.908312382,0.091687618,0.179177897,diabetes
65-70,2015,man,Sweden,0.833560367,0.166439633,0.791860426,0.875260307,0.124739693,0.208139574,diabetes
70-75,2015,man,Sweden,0.814127001,0.185872999,0.767445767,0.860808236,0.139191764,0.232554233,diabetes
75-80,2015,man,Sweden,0.812643554,0.187356446,0.76684082,0.858446287,0.141553713,0.23315918,diabetes
80+,2015,man,Sweden,0.831646583,0.168353417,0.783599471,0.879693696,0.120306304,0.216400529,diabetes
50-55,2015,man,Spain,0.936499228,0.063500772,0.81942733,1.053571126,-0.053571126,0.18057267,diabetes
55-60,2015,man,Spain,0.81461236,0.18538764,0.726927455,0.902297265,0.097702735,0.273072545,diabetes
60-65,2015,man,Spain,0.807145355,0.192854645,0.750457772,0.863832938,0.136167062,0.249542228,diabetes
65-70,2015,man,Spain,0.676174234,0.323825766,0.614207031,0.738141437,0.261858563,0.385792969,diabetes
70-75,2015,man,Spain,0.716311667,0.283688333,0.650494679,0.782128655,0.217871345,0.349505321,diabetes
75-80,2015,man,Spain,0.684786813,0.315213187,0.613187562,0.756386064,0.243613936,0.386812438,diabetes
80+,2015,man,Spain,0.639771368,0.360228632,0.574687505,0.704855231,0.295144769,0.425312495,diabetes
50-55,2015,man,Italy,0.930563046,0.069436954,0.886163591,0.9749625,0.0250375,0.113836409,diabetes
55-60,2015,man,Italy,0.93082419,0.06917581,0.899081067,0.962567313,0.037432687,0.100918933,diabetes
60-65,2015,man,Italy,0.871924452,0.128075548,0.8363638,0.907485105,0.092514895,0.1636362,diabetes
65-70,2015,man,Italy,0.818186954,0.181813046,0.779545937,0.856827972,0.143172028,0.220454063,diabetes
70-75,2015,man,Italy,0.784907641,0.215092359,0.7397386,0.830076681,0.169923319,0.2602614,diabetes
75-80,2015,man,Italy,0.742041579,0.257958421,0.688182264,0.795900894,0.204099106,0.311817736,diabetes
80+,2015,man,Italy,0.723651336,0.276348664,0.667212777,0.780089895,0.219910105,0.332787223,diabetes
50-55,2015,man,France,0.936398177,0.063601823,0.895263983,0.977532371,0.022467629,0.104736017,diabetes
55-60,2015,man,France,0.904335205,0.095664795,0.864702865,0.943967546,0.056032454,0.135297135,diabetes
60-65,2015,man,France,0.805756516,0.194243484,0.758021087,0.853491945,0.146508055,0.241978913,diabetes
65-70,2015,man,France,0.825874937,0.174125063,0.78514875,0.866601125,0.133398875,0.21485125,diabetes
70-75,2015,man,France,0.763217817,0.236782183,0.699315047,0.827120588,0.172879412,0.300684953,diabetes
75-80,2015,man,France,0.816968795,0.183031205,0.758221616,0.875715974,0.124284026,0.241778384,diabetes
80+,2015,man,France,0.787649392,0.212350608,0.735630408,0.839668376,0.160331624,0.264369592,diabetes
50-55,2015,man,Denmark,0.957291978,0.042708022,0.910893852,1.003690105,-0.003690105,0.089106148,diabetes
55-60,2015,man,Denmark,0.915299544,0.084700456,0.884542446,0.946056643,0.053943357,0.115457554,diabetes
60-65,2015,man,Denmark,0.927766823,0.072233177,0.913843279,0.941690367,0.058309633,0.086156721,diabetes
65-70,2015,man,Denmark,0.873994999,0.126005001,0.807221566,0.940768431,0.059231569,0.192778434,diabetes
70-75,2015,man,Denmark,0.846494528,0.153505472,0.75965077,0.933338286,0.066661714,0.24034923,diabetes
75-80,2015,man,Denmark,0.812722685,0.187277315,0.726792794,0.898652576,0.101347424,0.273207206,diabetes
80+,2015,man,Denmark,0.910264049,0.089735951,0.865136411,0.955391686,0.044608314,0.134863589,diabetes
50-55,2015,man,Greece,0.965292202,0.034707798,0.940980699,0.989603705,0.010396295,0.059019301,diabetes
55-60,2015,man,Greece,0.927201577,0.072798423,0.896764933,0.957638222,0.042361778,0.103235067,diabetes
60-65,2015,man,Greece,0.872784739,0.127215261,0.841353027,0.90421645,0.09578355,0.158646973,diabetes
65-70,2015,man,Greece,0.839133192,0.160866808,0.804094381,0.874172003,0.125827997,0.195905619,diabetes
70-75,2015,man,Greece,0.791282278,0.208717722,0.755191996,0.827372561,0.172627439,0.244808004,diabetes
75-80,2015,man,Greece,0.790127628,0.209872372,0.741540689,0.838714567,0.161285433,0.258459311,diabetes
80+,2015,man,Greece,0.773001374,0.226998626,0.721521562,0.824481185,0.175518815,0.278478438,diabetes
50-55,2015,man,Switzerland,0.958532326,0.041467674,0.90626715,1.010797502,-0.010797502,0.09373285,diabetes
55-60,2015,man,Switzerland,0.941716862,0.058283138,0.907106492,0.976327233,0.023672767,0.092893508,diabetes
60-65,2015,man,Switzerland,0.893540053,0.106459947,0.852238346,0.934841761,0.065158239,0.147761654,diabetes
65-70,2015,man,Switzerland,0.834320652,0.165679348,0.787111125,0.88153018,0.11846982,0.212888875,diabetes
70-75,2015,man,Switzerland,0.854040959,0.145959041,0.800072364,0.908009554,0.091990446,0.199927636,diabetes
75-80,2015,man,Switzerland,0.815095529,0.184904471,0.744511731,0.885679327,0.114320673,0.255488269,diabetes
80+,2015,man,Switzerland,0.796532099,0.203467901,0.747638776,0.845425422,0.154574578,0.252361224,diabetes
50-55,2015,man,Belgium,0.940347188,0.059652812,0.878904863,1.001789513,-0.001789513,0.121095137,diabetes
55-60,2015,man,Belgium,0.870870959,0.129129041,0.824532628,0.91720929,0.08279071,0.175467372,diabetes
60-65,2015,man,Belgium,0.878923809,0.121076191,0.849985458,0.907862161,0.092137839,0.150014542,diabetes
65-70,2015,man,Belgium,0.836526146,0.163473854,0.802521127,0.870531164,0.129468836,0.197478873,diabetes
70-75,2015,man,Belgium,0.818495997,0.181504003,0.773917867,0.863074127,0.136925873,0.226082133,diabetes
75-80,2015,man,Belgium,0.827186253,0.172813747,0.77786348,0.876509027,0.123490973,0.22213652,diabetes
80+,2015,man,Belgium,0.826298541,0.173701459,0.785166294,0.867430788,0.132569212,0.214833706,diabetes
50-55,2015,man,Israel,0.875136305,0.124863695,0.727366324,1.022906286,-0.022906286,0.272633676,diabetes
55-60,2015,man,Israel,0.836541806,0.163458194,0.724077794,0.949005817,0.050994183,0.275922206,diabetes
60-65,2015,man,Israel,0.656654974,0.343345026,0.531363973,0.781945976,0.218054024,0.468636027,diabetes
65-70,2015,man,Israel,0.600549538,0.399450462,0.507722975,0.693376101,0.306623899,0.492277025,diabetes
70-75,2015,man,Israel,0.614733363,0.385266637,0.500373149,0.729093577,0.270906423,0.499626851,diabetes
75-80,2015,man,Israel,0.622982806,0.377017194,0.514840302,0.731125311,0.268874689,0.485159698,diabetes
80+,2015,man,Israel,0.623775051,0.376224949,0.548116854,0.699433249,0.300566751,0.451883146,diabetes
50-55,2015,man,Czech Republic,0.781339594,0.218660406,0.602047313,0.960631876,0.039368124,0.397952687,diabetes
55-60,2015,man,Czech Republic,0.858961148,0.141038852,0.803835791,0.914086505,0.085913495,0.196164209,diabetes
60-65,2015,man,Czech Republic,0.788091339,0.211908661,0.73622444,0.839958239,0.160041761,0.26377556,diabetes
65-70,2015,man,Czech Republic,0.728376087,0.271623913,0.675411531,0.781340643,0.218659357,0.324588469,diabetes
70-75,2015,man,Czech Republic,0.657927566,0.342072434,0.600676206,0.715178926,0.284821074,0.399323794,diabetes
75-80,2015,man,Czech Republic,0.635424631,0.364575369,0.56239197,0.708457292,0.291542708,0.43760803,diabetes
80+,2015,man,Czech Republic,0.648327759,0.351672241,0.568940546,0.727714972,0.272285028,0.431059454,diabetes
50-55,2015,man,Poland,0.971695369,0.028304631,0.928953164,1.014437574,-0.014437574,0.071046836,diabetes
55-60,2015,man,Poland,0.896265407,0.103734593,0.843834787,0.948696027,0.051303973,0.156165213,diabetes
60-65,2015,man,Poland,0.86895596,0.13104404,0.843415,0.89449692,0.10550308,0.156585,diabetes
65-70,2015,man,Poland,0.788130526,0.211869474,0.766861867,0.809399185,0.190600815,0.233138133,diabetes
70-75,2015,man,Poland,0.692154937,0.307845063,0.540645436,0.843664438,0.156335562,0.459354564,diabetes
75-80,2015,man,Poland,0.823141602,0.176858398,0.662543771,0.983739434,0.016260566,0.337456229,diabetes
80+,2015,man,Poland,0.904469991,0.095530009,0.849851056,0.959088925,0.040911075,0.150148944,diabetes
50-55,2015,man,Luxembourg,0.978916107,0.021083893,0.949298588,1.008533626,-0.008533626,0.050701412,diabetes
55-60,2015,man,Luxembourg,0.898042773,0.101957227,0.849923008,0.946162538,0.053837462,0.150076992,diabetes
60-65,2015,man,Luxembourg,0.836509978,0.163490022,0.746807975,0.926211981,0.073788019,0.253192025,diabetes
65-70,2015,man,Luxembourg,0.801923122,0.198076878,0.74908774,0.854758503,0.145241497,0.25091226,diabetes
70-75,2015,man,Luxembourg,0.783289073,0.216710927,0.714765486,0.851812659,0.148187341,0.285234514,diabetes
75-80,2015,man,Luxembourg,0.66630362,0.33369638,0.575364782,0.757242459,0.242757541,0.424635218,diabetes
80+,2015,man,Luxembourg,0.791841815,0.208158185,0.699782046,0.883901585,0.116098415,0.300217954,diabetes
50-55,2015,man,Portugal,0.988199851,0.011800149,0.962349683,1.014050018,-0.014050018,0.037650317,diabetes
55-60,2015,man,Portugal,0.905646545,0.094353455,0.823383566,0.987909524,0.012090476,0.176616434,diabetes
60-65,2015,man,Portugal,0.863363863,0.136636137,0.775028581,0.951699144,0.048300856,0.224971419,diabetes
65-70,2015,man,Portugal,0.679096674,0.320903326,0.512620175,0.845573173,0.154426827,0.487379825,diabetes
70-75,2015,man,Portugal,0.779231294,0.220768706,0.674028979,0.88443361,0.11556639,0.325971021,diabetes
75-80,2015,man,Portugal,0.683543411,0.316456589,0.482966757,0.884120064,0.115879936,0.517033243,diabetes
80+,2015,man,Portugal,0.719104583,0.280895417,0.563112619,0.875096547,0.124903453,0.436887381,diabetes
50-55,2015,man,Slovenia,0.915637281,0.084362719,0.858833276,0.972441285,0.027558715,0.141166724,diabetes
55-60,2015,man,Slovenia,0.858902714,0.141097286,0.818009255,0.899796173,0.100203827,0.181990745,diabetes
60-65,2015,man,Slovenia,0.815506403,0.184493597,0.773051897,0.857960909,0.142039091,0.226948103,diabetes
65-70,2015,man,Slovenia,0.79580615,0.20419385,0.75031407,0.841298229,0.158701771,0.24968593,diabetes
70-75,2015,man,Slovenia,0.750569463,0.249430537,0.703780329,0.797358596,0.202641404,0.296219671,diabetes
75-80,2015,man,Slovenia,0.782569881,0.217430119,0.717005739,0.848134024,0.151865976,0.282994261,diabetes
80+,2015,man,Slovenia,0.801676473,0.198323527,0.74456818,0.858784765,0.141215235,0.25543182,diabetes
50-55,2015,man,Estonia,0.980846307,0.019153693,0.96823118,0.993461435,0.006538565,0.03176882,diabetes
55-60,2015,man,Estonia,0.914338208,0.085661792,0.874594047,0.954082368,0.045917632,0.125405953,diabetes
60-65,2015,man,Estonia,0.895446057,0.104553943,0.836949267,0.953942847,0.046057153,0.163050733,diabetes
65-70,2015,man,Estonia,0.824483923,0.175516077,0.764422354,0.884545492,0.115454508,0.235577646,diabetes
70-75,2015,man,Estonia,0.817810188,0.182189812,0.804570917,0.831049459,0.168950541,0.195429083,diabetes
75-80,2015,man,Estonia,0.844028056,0.155971944,0.824473204,0.863582909,0.136417091,0.175526796,diabetes
80+,2015,man,Estonia,0.838469226,0.161530774,0.821775306,0.855163146,0.144836854,0.178224694,diabetes
50-55,2015,man,Croatia,0.969214315,0.030785685,0.942512892,0.995915737,0.004084263,0.057487108,diabetes
55-60,2015,man,Croatia,0.90571585,0.09428415,0.851952694,0.959479005,0.040520995,0.148047306,diabetes
60-65,2015,man,Croatia,0.851561848,0.148438152,0.793057418,0.910066277,0.089933723,0.206942582,diabetes
65-70,2015,man,Croatia,0.809714747,0.190285253,0.751770929,0.867658565,0.132341435,0.248229071,diabetes
70-75,2015,man,Croatia,0.794011804,0.205988196,0.73803187,0.849991738,0.150008262,0.26196813,diabetes
75-80,2015,man,Croatia,0.836814421,0.163185579,0.768245329,0.905383514,0.094616486,0.231754671,diabetes
80+,2015,man,Croatia,0.906856862,0.093143138,0.832667168,0.981046557,0.018953443,0.167332832,diabetes
50-55,2015,woman,Austria,0.994210448,0.005789552,0.982776359,1.005644537,-0.005644537,0.017223641,heart
55-60,2015,woman,Austria,0.916546185,0.083453815,0.865359816,0.967732554,0.032267446,0.134640184,heart
60-65,2015,woman,Austria,0.921018175,0.078981825,0.890222996,0.951813354,0.048186646,0.109777004,heart
65-70,2015,woman,Austria,0.858652227,0.141347773,0.818164233,0.89914022,0.10085978,0.181835767,heart
70-75,2015,woman,Austria,0.818534479,0.181465521,0.781127753,0.855941204,0.144058796,0.218872247,heart
75-80,2015,woman,Austria,0.719917094,0.280082906,0.657669601,0.782164588,0.217835412,0.342330399,heart
80+,2015,woman,Austria,0.567553491,0.432446509,0.507825427,0.627281556,0.372718444,0.492174573,heart
50-55,2015,woman,Germany,0.966133173,0.033866827,0.946556884,0.985709462,0.014290538,0.053443116,heart
55-60,2015,woman,Germany,0.939551079,0.060448921,0.912744478,0.96635768,0.03364232,0.087255522,heart
60-65,2015,woman,Germany,0.913245855,0.086754145,0.885820519,0.940671191,0.059328809,0.114179481,heart
65-70,2015,woman,Germany,0.8999296,0.1000704,0.866154444,0.933704756,0.066295244,0.133845556,heart
70-75,2015,woman,Germany,0.817482275,0.182517725,0.771651048,0.863313501,0.136686499,0.228348952,heart
75-80,2015,woman,Germany,0.777983711,0.222016289,0.722990758,0.832976664,0.167023336,0.277009242,heart
80+,2015,woman,Germany,0.691219573,0.308780427,0.625892611,0.756546535,0.243453465,0.374107389,heart
50-55,2015,woman,Sweden,1,0,1,1,0,0,heart
55-60,2015,woman,Sweden,0.974329354,0.025670646,0.953255809,0.9954029,0.0045971,0.046744191,heart
60-65,2015,woman,Sweden,0.908682131,0.091317869,0.87528424,0.942080022,0.057919978,0.12471576,heart
65-70,2015,woman,Sweden,0.894172561,0.105827439,0.861746422,0.926598701,0.073401299,0.138253578,heart
70-75,2015,woman,Sweden,0.857122612,0.142877388,0.818531178,0.895714046,0.104285954,0.181468822,heart
75-80,2015,woman,Sweden,0.760901165,0.239098835,0.705746529,0.816055802,0.183944198,0.294253471,heart
80+,2015,woman,Sweden,0.650988614,0.349011386,0.59799184,0.703985389,0.296014611,0.40200816,heart
50-55,2015,woman,Spain,0.997258767,0.002741233,0.992796545,1.001720989,-0.001720989,0.007203455,heart
55-60,2015,woman,Spain,0.994317509,0.005682491,0.988283911,1.000351107,-0.000351107,0.011716089,heart
60-65,2015,woman,Spain,0.933927461,0.066072539,0.901785909,0.966069013,0.033930987,0.098214091,heart
65-70,2015,woman,Spain,0.892471895,0.107528105,0.854061032,0.930882757,0.069117243,0.145938968,heart
70-75,2015,woman,Spain,0.817954895,0.182045105,0.763606963,0.872302826,0.127697174,0.236393037,heart
75-80,2015,woman,Spain,0.70494045,0.29505955,0.635660987,0.774219913,0.225780087,0.364339013,heart
80+,2015,woman,Spain,0.626647565,0.373352435,0.574702027,0.678593102,0.321406898,0.425297973,heart
50-55,2015,woman,Italy,0.978706113,0.021293887,0.959210462,0.998201765,0.001798235,0.040789538,heart
55-60,2015,woman,Italy,0.98021125,0.01978875,0.968354599,0.992067901,0.007932099,0.031645401,heart
60-65,2015,woman,Italy,0.935337175,0.064662825,0.911042835,0.959631516,0.040368484,0.088957165,heart
65-70,2015,woman,Italy,0.88944579,0.11055421,0.86112674,0.91776484,0.08223516,0.13887326,heart
70-75,2015,woman,Italy,0.827891434,0.172108566,0.787731075,0.868051793,0.131948207,0.212268925,heart
75-80,2015,woman,Italy,0.744715031,0.255284969,0.692741915,0.796688146,0.203311854,0.307258085,heart
80+,2015,woman,Italy,0.640028618,0.359971382,0.584643821,0.695413415,0.304586585,0.415356179,heart
50-55,2015,woman,France,0.989513415,0.010486585,0.977020844,1.002005985,-0.002005985,0.022979156,heart
55-60,2015,woman,France,0.934792467,0.065207533,0.90348761,0.966097324,0.033902676,0.09651239,heart
60-65,2015,woman,France,0.901004778,0.098995222,0.865170746,0.93683881,0.06316119,0.134829254,heart
65-70,2015,woman,France,0.873991948,0.126008052,0.839839914,0.908143982,0.091856018,0.160160086,heart
70-75,2015,woman,France,0.832297119,0.167702881,0.789230955,0.875363284,0.124636716,0.210769045,heart
75-80,2015,woman,France,0.733570802,0.266429198,0.667224949,0.799916655,0.200083345,0.332775051,heart
80+,2015,woman,France,0.651014891,0.348985109,0.600108549,0.701921232,0.298078768,0.399891451,heart
50-55,2015,woman,Denmark,0.973992095,0.026007905,0.963618558,0.984365632,0.015634368,0.036381442,heart
55-60,2015,woman,Denmark,0.938967298,0.061032702,0.906322471,0.971612126,0.028387874,0.093677529,heart
60-65,2015,woman,Denmark,0.908315608,0.091684392,0.858425076,0.95820614,0.04179386,0.141574924,heart
65-70,2015,woman,Denmark,0.886562712,0.113437288,0.859776041,0.913349382,0.086650618,0.140223959,heart
70-75,2015,woman,Denmark,0.786222066,0.213777934,0.736921656,0.835522476,0.164477524,0.263078344,heart
75-80,2015,woman,Denmark,0.799659705,0.200340295,0.748877671,0.85044174,0.14955826,0.251122329,heart
80+,2015,woman,Denmark,0.669855292,0.330144708,0.656710824,0.682999761,0.317000239,0.343289176,heart
50-55,2015,woman,Greece,0.984789765,0.015210235,0.972019863,0.997559667,0.002440333,0.027980137,heart
55-60,2015,woman,Greece,0.988352231,0.011647769,0.978063456,0.998641006,0.001358994,0.021936544,heart
60-65,2015,woman,Greece,0.951264527,0.048735473,0.933903102,0.968625952,0.031374048,0.066096898,heart
65-70,2015,woman,Greece,0.929956774,0.070043226,0.904405258,0.95550829,0.04449171,0.095594742,heart
70-75,2015,woman,Greece,0.880367729,0.119632271,0.844513363,0.916222095,0.083777905,0.155486637,heart
75-80,2015,woman,Greece,0.823995644,0.176004356,0.77945033,0.868540958,0.131459042,0.22054967,heart
80+,2015,woman,Greece,0.794452601,0.205547399,0.752933709,0.835971494,0.164028506,0.247066291,heart
50-55,2015,woman,Switzerland,0.966969148,0.033030852,0.931268307,1.00266999,-0.00266999,0.068731693,heart
55-60,2015,woman,Switzerland,0.95524901,0.04475099,0.926923732,0.983574289,0.016425711,0.073076268,heart
60-65,2015,woman,Switzerland,0.949013832,0.050986168,0.923150785,0.974876879,0.025123121,0.076849215,heart
65-70,2015,woman,Switzerland,0.927080656,0.072919344,0.892438891,0.961722421,0.038277579,0.107561109,heart
70-75,2015,woman,Switzerland,0.870118696,0.129881304,0.818756046,0.921481346,0.078518654,0.181243954,heart
75-80,2015,woman,Switzerland,0.851411548,0.148588452,0.808411569,0.894411527,0.105588473,0.191588431,heart
80+,2015,woman,Switzerland,0.740868,0.259132,0.671487109,0.810248891,0.189751109,0.328512891,heart
50-55,2015,woman,Belgium,0.976994785,0.023005215,0.960580221,0.99340935,0.00659065,0.039419779,heart
55-60,2015,woman,Belgium,0.935264773,0.064735227,0.896081653,0.974447893,0.025552107,0.103918347,heart
60-65,2015,woman,Belgium,0.924807521,0.075192479,0.900515839,0.949099203,0.050900797,0.099484161,heart
65-70,2015,woman,Belgium,0.889269792,0.110730208,0.859944214,0.918595369,0.081404631,0.140055786,heart
70-75,2015,woman,Belgium,0.803254602,0.196745398,0.758923303,0.847585901,0.152414099,0.241076697,heart
75-80,2015,woman,Belgium,0.76280289,0.23719711,0.713454916,0.812150864,0.187849136,0.286545084,heart
80+,2015,woman,Belgium,0.640831537,0.359168463,0.593858473,0.687804601,0.312195399,0.406141527,heart
50-55,2015,woman,Israel,1,0,1,1,0,0,heart
55-60,2015,woman,Israel,0.933248265,0.066751735,0.870958405,0.995538125,0.004461875,0.129041595,heart
60-65,2015,woman,Israel,0.885586085,0.114413915,0.834584202,0.936587968,0.063412032,0.165415798,heart
65-70,2015,woman,Israel,0.863579216,0.136420784,0.804555166,0.922603265,0.077396735,0.195444834,heart
70-75,2015,woman,Israel,0.700279038,0.299720962,0.583864993,0.816693083,0.183306917,0.416135007,heart
75-80,2015,woman,Israel,0.673907093,0.326092907,0.581485688,0.766328499,0.233671501,0.418514312,heart
80+,2015,woman,Israel,0.513310209,0.486689791,0.441414444,0.585205974,0.414794026,0.558585556,heart
50-55,2015,woman,Czech Republic,0.881517114,0.118482886,0.768389153,0.994645075,0.005354925,0.231610847,heart
55-60,2015,woman,Czech Republic,0.909393424,0.090606576,0.870375829,0.948411018,0.051588982,0.129624171,heart
60-65,2015,woman,Czech Republic,0.887122412,0.112877588,0.855450906,0.918793919,0.081206081,0.144549094,heart
65-70,2015,woman,Czech Republic,0.857196938,0.142803062,0.8242804,0.890113475,0.109886525,0.1757196,heart
70-75,2015,woman,Czech Republic,0.778835332,0.221164668,0.736891754,0.82077891,0.17922109,0.263108246,heart
75-80,2015,woman,Czech Republic,0.695863389,0.304136611,0.635440324,0.756286455,0.243713545,0.364559676,heart
80+,2015,woman,Czech Republic,0.560829605,0.439170395,0.496703736,0.624955474,0.375044526,0.503296264,heart
50-55,2015,woman,Poland,0.928582698,0.071417302,0.873172368,0.983993028,0.016006972,0.126827632,heart
55-60,2015,woman,Poland,0.907996477,0.092003523,0.849492566,0.966500388,0.033499612,0.150507434,heart
60-65,2015,woman,Poland,0.852184613,0.147815387,0.840867709,0.863501518,0.136498482,0.159132291,heart
65-70,2015,woman,Poland,0.713223201,0.286776799,0.606061229,0.820385174,0.179614826,0.393938771,heart
70-75,2015,woman,Poland,0.623634961,0.376365039,0.583973615,0.663296308,0.336703692,0.416026385,heart
75-80,2015,woman,Poland,0.484486764,0.515513236,0.410458993,0.558514535,0.441485465,0.589541007,heart
80+,2015,woman,Poland,0.493273641,0.506726359,0.425989413,0.560557869,0.439442131,0.574010587,heart
50-55,2015,woman,Luxembourg,0.957028561,0.042971439,0.907671837,1.006385285,-0.006385285,0.092328163,heart
55-60,2015,woman,Luxembourg,0.949334446,0.050665554,0.914567069,0.984101823,0.015898177,0.085432931,heart
60-65,2015,woman,Luxembourg,0.915541923,0.084458077,0.881609501,0.949474345,0.050525655,0.118390499,heart
65-70,2015,woman,Luxembourg,0.900725391,0.099274609,0.842360915,0.959089867,0.040910133,0.157639085,heart
70-75,2015,woman,Luxembourg,0.889224982,0.110775018,0.840460734,0.93798923,0.06201077,0.159539266,heart
75-80,2015,woman,Luxembourg,0.783511968,0.216488032,0.705164818,0.861859118,0.138140882,0.294835182,heart
80+,2015,woman,Luxembourg,0.742006293,0.257993707,0.733654196,0.750358389,0.249641611,0.266345804,heart
50-55,2015,woman,Portugal,0.92243388,0.07756612,0.81446977,1.03039799,-0.03039799,0.18553023,heart
55-60,2015,woman,Portugal,0.916139623,0.083860377,0.85280368,0.979475566,0.020524434,0.14719632,heart
60-65,2015,woman,Portugal,0.902204777,0.097795223,0.825008953,0.979400601,0.020599399,0.174991047,heart
65-70,2015,woman,Portugal,0.871623341,0.128376659,0.803368115,0.939878566,0.060121434,0.196631885,heart
70-75,2015,woman,Portugal,0.701905631,0.298094369,0.519480237,0.884331025,0.115668975,0.480519763,heart
75-80,2015,woman,Portugal,0.738789055,0.261210945,0.58508644,0.892491671,0.107508329,0.41491356,heart
80+,2015,woman,Portugal,0.7685522,0.2314478,0.654732673,0.882371727,0.117628273,0.345267327,heart
50-55,2015,woman,Slovenia,0.953056091,0.046943909,0.922893218,0.983218964,0.016781036,0.077106782,heart
55-60,2015,woman,Slovenia,0.924441797,0.075558203,0.894444808,0.954438786,0.045561214,0.105555192,heart
60-65,2015,woman,Slovenia,0.912427656,0.087572344,0.881729765,0.943125548,0.056874452,0.118270235,heart
65-70,2015,woman,Slovenia,0.859671922,0.140328078,0.821984134,0.897359709,0.102640291,0.178015866,heart
70-75,2015,woman,Slovenia,0.773155753,0.226844247,0.723560588,0.822750918,0.177249082,0.276439412,heart
75-80,2015,woman,Slovenia,0.684498512,0.315501488,0.628763252,0.740233772,0.259766228,0.371236748,heart
80+,2015,woman,Slovenia,0.664770013,0.335229987,0.613075675,0.716464351,0.283535649,0.386924325,heart
50-55,2015,woman,Estonia,0.942680865,0.057319135,0.919183295,0.966178436,0.033821564,0.080816705,heart
55-60,2015,woman,Estonia,0.818789849,0.181210151,0.78977374,0.847805959,0.152194041,0.21022626,heart
60-65,2015,woman,Estonia,0.828272821,0.171727179,0.817537912,0.839007729,0.160992271,0.182462088,heart
65-70,2015,woman,Estonia,0.749068659,0.250931341,0.720898102,0.777239216,0.222760784,0.279101898,heart
70-75,2015,woman,Estonia,0.660663192,0.339336808,0.635711597,0.685614787,0.314385213,0.364288403,heart
75-80,2015,woman,Estonia,0.531182507,0.468817493,0.511526462,0.550838552,0.449161448,0.488473538,heart
80+,2015,woman,Estonia,0.467571368,0.532428632,0.452808064,0.482334673,0.517665327,0.547191936,heart
